season,winslot,Aslot,Bslot,Aseed,Bseed,Aname,Bname,Awins,Bwins,Alosses,Blosses,daynum,Aregion,Bregion,winner,teamA,teamB,Aminscore,Bminscore,Amaxscore,Bmaxscore,Aqvgscore,Bqvgscore,Astdscore,Bstdscore
J,R1W5,W05,W12,05,12,Georgia Tech,G Washington,19,22,11,7,137,Albuquerque,Albuquerque,A,606,599,51.0,56.0,102.0,101.0,74.566666666666663,77.241379310344826,12.287346698489829,10.58513978671985
J,R1W6,W06,W11,06,11,Texas Tech,UCLA,20,18,10,10,136,Albuquerque,Albuquerque,A,796,810,53.0,51.0,119.0,95.0,77.533333333333331,74.0,15.217825804700954,10.131281120512703
J,R1W7,W07,W10,07,10,West Virginia,Creighton,21,23,10,10,136,Albuquerque,Albuquerque,A,843,562,46.0,50.0,96.0,100.0,70.225806451612897,71.515151515151516,11.647261002732138,8.9209362605570703
J,R1W8,W08,W09,08,09,Pacific,Pittsburgh,26,20,3,8,136,Albuquerque,Albuquerque,A,727,731,52.0,55.0,94.0,93.0,72.41379310344827,72.357142857142861,10.49307568525569,9.2242471071560921
J,R1X1,X01,X16,01,16,Illinois,F Dickinson,32,19,1,12,136,Chicago,Chicago,A,623,588,54.0,56.0,105.0,103.0,77.424242424242422,74.161290322580641,11.444279510610883,10.931153391298645
J,R1X2,X02,X15,02,15,Oklahoma St,SE Louisiana,23,19,6,8,137,Chicago,Chicago,A,722,761,57.0,48.0,104.0,77.0,78.103448275862064,61.296296296296298,9.2934712997377211,7.8401380128385911
J,R1X3,X03,X14,03,14,Arizona,Utah St,27,24,6,7,136,Chicago,Chicago,A,511,822,48.0,52.0,105.0,87.0,79.666666666666671,72.967741935483872,13.537079642689751,8.9460168500729882
J,R1X4,X04,X13,04,13,Boston College,Penn,24,20,4,8,136,Chicago,Chicago,A,527,728,50.0,44.0,88.0,89.0,71.928571428571431,68.464285714285708,8.53534069714423,11.343601540884947
J,R1X5,X05,X12,05,12,Alabama,WI Milwaukee,23,22,7,5,136,Chicago,Chicago,B,504,845,54.0,37.0,114.0,117.0,75.433333333333337,73.888888888888886,14.186104312162502,15.338968368742533
J,R1X6,X06,X11,06,11,LSU,UAB,20,21,9,10,136,Chicago,Chicago,B,655,805,55.0,59.0,113.0,107.0,75.482758620689651,77.806451612903231,13.591632034289667,11.125151263455047
J,R1X7,X07,X10,07,10,S Illinois,St Mary's CA,25,23,7,8,137,Chicago,Chicago,A,749,781,51.0,42.0,89.0,89.0,66.875,69.967741935483872,8.9573642886733147,9.5190263495317691
J,R1X8,X08,X09,08,09,Texas,Nevada,19,23,10,6,136,Chicago,Chicago,B,793,699,58.0,52.0,100.0,84.0,77.34482758620689,69.551724137931032,11.405612236417424,8.5685318699680835
J,R1Y1,Y01,Y16,01,16,Duke,Delaware St,25,19,5,13,137,Austin,Austin,A,577,571,58.0,39.0,102.0,82.0,79.766666666666666,62.40625,12.093202865889401,9.6916825648336218
J,R1Y2,Y02,Y15,02,15,Kentucky,E Kentucky,25,19,5,8,136,Austin,Austin,A,640,580,52.0,49.0,94.0,95.0,73.733333333333334,70.370370370370367,11.462790042374307,10.642848922922806
J,R1Y3,Y03,Y14,03,14,Oklahoma,Niagara,24,20,7,9,136,Austin,Austin,A,721,704,61.0,68.0,104.0,113.0,75.41935483870968,85.172413793103445,11.619711266049062,12.171388058765158
J,R1Y4,Y04,Y13,04,13,Syracuse,Vermont,27,24,6,6,137,Austin,Austin,B,786,828,56.0,55.0,104.0,90.0,75.484848484848484,72.599999999999994,10.609090476314119,8.4285230022821906
J,R1Y5,Y05,Y12,05,12,Michigan St,Old Dominion,22,27,6,5,137,Austin,Austin,A,671,723,59.0,51.0,104.0,88.0,78.071428571428569,70.3125,12.392188125210666,9.2345732846732016
J,R1Y6,Y06,Y11,06,11,Utah,UTEP,25,25,5,7,136,Austin,Austin,A,821,824,45.0,54.0,92.0,105.0,67.36666666666666,75.65625,9.4144687700486962,12.391048621383906
J,R1Y7,Y07,Y10,07,10,Cincinnati,Iowa,24,21,7,11,136,Austin,Austin,A,549,628,45.0,56.0,95.0,92.0,76.41935483870968,73.21875,11.091334000306166,9.2524806639895232
J,R1Y8,Y08,Y09,08,09,Stanford,Mississippi St,18,22,12,10,137,Austin,Austin,B,783,675,48.0,49.0,93.0,104.0,70.099999999999994,72.4375,11.040380428228007,12.999849758747214
J,R1Z1,Z01,Z16,01,16,North Carolina,Oakland,27,11,4,18,137,Syracuse,Syracuse,A,708,718,66.0,52.0,110.0,94.0,88.774193548387103,70.34482758620689,12.023390315223759,11.591542285497662
J,R1Z2,Z02,Z15,02,15,Connecticut,UCF,22,21,7,8,137,Syracuse,Syracuse,A,559,809,59.0,52.0,123.0,90.0,78.620689655172413,68.275862068965523,13.394321475917987,9.8607426163799801
J,R1Z3,Z03,Z14,03,14,Kansas,Bucknell,23,22,6,9,137,Syracuse,Syracuse,B,636,533,59.0,48.0,96.0,89.0,75.448275862068968,63.58064516129032,10.21015791325263,8.49202355742705
J,R1Z4,Z04,Z13,04,13,Florida,Ohio,23,21,7,10,137,Syracuse,Syracuse,A,592,719,50.0,49.0,100.0,92.0,76.86666666666666,71.806451612903231,12.219474438598231,10.72657043119564
J,R1Z5,Z05,Z12,05,12,Villanova,New Mexico,22,25,7,6,137,Syracuse,Syracuse,A,829,701,52.0,53.0,94.0,101.0,73.758620689655174,75.870967741935488,9.9191739520287872,12.701897078234264
J,R1Z6,Z06,Z11,06,11,Wisconsin,Northern Iowa,22,20,8,10,137,Syracuse,Syracuse,A,849,714,43.0,57.0,89.0,99.0,67.166666666666671,72.5,9.6058431291699851,9.1751475919100791
J,R1Z7,Z07,Z10,07,10,Charlotte,NC State,21,19,7,13,137,Syracuse,Syracuse,B,546,695,51.0,45.0,101.0,100.0,78.357142857142861,73.84375,11.647238439445898,12.394831016899746
J,R1Z8,Z08,Z09,08,09,Minnesota,Iowa St,21,18,10,11,137,Syracuse,Syracuse,B,673,629,52.0,51.0,94.0,92.0,68.451612903225808,68.379310344827587,11.603221770829828,10.736382852979633
J,R2W1,R1W1,R1W8,01,08,Washington,Pacific,26,26,5,3,138,Albuquerque,Albuquerque,A,840,727,66.0,52.0,114.0,94.0,86.225806451612897,72.41379310344827,13.314337839020434,10.49307568525569
J,R2W2,R1W2,R1W7,02,07,Wake Forest,West Virginia,26,21,5,10,138,Albuquerque,Albuquerque,B,839,843,55.0,46.0,103.0,96.0,84.709677419354833,70.225806451612897,11.892512006780805,11.647261002732138
J,R2W3,R1W3,R1W6,03,06,Gonzaga,Texas Tech,25,20,4,10,138,Albuquerque,Albuquerque,B,607,796,54.0,53.0,99.0,119.0,79.689655172413794,77.533333333333331,11.048805359906288,15.217825804700954
J,R2W4,R1W4,R1W5,04,05,Louisville,Georgia Tech,27,19,4,11,139,Albuquerque,Albuquerque,A,651,606,53.0,51.0,107.0,102.0,80.548387096774192,74.566666666666663,13.835062306019672,12.287346698489829
J,R2X1,R1X1,R1X8,01,09,Illinois,Nevada,32,23,1,6,138,Chicago,Chicago,A,623,699,54.0,52.0,105.0,84.0,77.424242424242422,69.551724137931032,11.444279510610883,8.5685318699680835
J,R2X2,R1X2,R1X7,02,07,Oklahoma St,S Illinois,23,25,6,7,139,Chicago,Chicago,A,722,749,57.0,51.0,104.0,89.0,78.103448275862064,66.875,9.2934712997377211,8.9573642886733147
J,R2X3,R1X3,R1X6,03,11,Arizona,UAB,27,21,6,10,138,Chicago,Chicago,A,511,805,48.0,59.0,105.0,107.0,79.666666666666671,77.806451612903231,13.537079642689751,11.125151263455047
J,R2X4,R1X4,R1X5,04,12,Boston College,WI Milwaukee,24,22,4,5,138,Chicago,Chicago,B,527,845,50.0,37.0,88.0,117.0,71.928571428571431,73.888888888888886,8.53534069714423,15.338968368742533
J,R2Y1,R1Y1,R1Y8,01,09,Duke,Mississippi St,25,22,5,10,139,Austin,Austin,A,577,675,58.0,49.0,102.0,104.0,79.766666666666666,72.4375,12.093202865889401,12.999849758747214
J,R2Y2,R1Y2,R1Y7,02,07,Kentucky,Cincinnati,25,24,5,7,138,Austin,Austin,A,640,549,52.0,45.0,94.0,95.0,73.733333333333334,76.41935483870968,11.462790042374307,11.091334000306166
J,R2Y3,R1Y3,R1Y6,03,06,Oklahoma,Utah,24,25,7,5,138,Austin,Austin,B,721,821,61.0,45.0,104.0,92.0,75.41935483870968,67.36666666666666,11.619711266049062,9.4144687700486962
J,R2Y4,R1Y4,R1Y5,13,05,Vermont,Michigan St,24,22,6,6,139,Austin,Austin,B,828,671,55.0,59.0,90.0,104.0,72.599999999999994,78.071428571428569,8.4285230022821906,12.392188125210666
J,R2Z1,R1Z1,R1Z8,01,09,North Carolina,Iowa St,27,18,4,11,139,Syracuse,Syracuse,A,708,629,66.0,51.0,110.0,92.0,88.774193548387103,68.379310344827587,12.023390315223759,10.736382852979633
J,R2Z2,R1Z2,R1Z7,02,10,Connecticut,NC State,22,19,7,13,139,Syracuse,Syracuse,B,559,695,59.0,45.0,123.0,100.0,78.620689655172413,73.84375,13.394321475917987,12.394831016899746
J,R2Z3,R1Z3,R1Z6,14,06,Bucknell,Wisconsin,22,22,9,8,139,Syracuse,Syracuse,B,533,849,48.0,43.0,89.0,89.0,63.58064516129032,67.166666666666671,8.49202355742705,9.6058431291699851
J,R2Z4,R1Z4,R1Z5,04,05,Florida,Villanova,23,22,7,7,139,Syracuse,Syracuse,B,592,829,50.0,52.0,100.0,94.0,76.86666666666666,73.758620689655174,12.219474438598231,9.9191739520287872
J,R3W1,R2W1,R2W4,01,04,Washington,Louisville,26,27,5,4,143,Albuquerque,Albuquerque,B,840,651,66.0,53.0,114.0,107.0,86.225806451612897,80.548387096774192,13.314337839020434,13.835062306019672
J,R3W2,R2W2,R2W3,07,06,West Virginia,Texas Tech,21,20,10,10,143,Albuquerque,Albuquerque,A,843,796,46.0,53.0,96.0,119.0,70.225806451612897,77.533333333333331,11.647261002732138,15.217825804700954
J,R3X1,R2X1,R2X4,01,12,Illinois,WI Milwaukee,32,22,1,5,143,Chicago,Chicago,A,623,845,54.0,37.0,105.0,117.0,77.424242424242422,73.888888888888886,11.444279510610883,15.338968368742533
J,R3X2,R2X2,R2X3,02,03,Oklahoma St,Arizona,23,27,6,6,143,Chicago,Chicago,B,722,511,57.0,48.0,104.0,105.0,78.103448275862064,79.666666666666671,9.2934712997377211,13.537079642689751
J,R3Y1,R2Y1,R2Y4,01,05,Duke,Michigan St,25,22,5,6,144,Austin,Austin,B,577,671,58.0,59.0,102.0,104.0,79.766666666666666,78.071428571428569,12.093202865889401,12.392188125210666
J,R3Y2,R2Y2,R2Y3,02,06,Kentucky,Utah,25,25,5,5,144,Austin,Austin,A,640,821,52.0,45.0,94.0,92.0,73.733333333333334,67.36666666666666,11.462790042374307,9.4144687700486962
J,R3Z1,R2Z1,R2Z4,01,05,North Carolina,Villanova,27,22,4,7,144,Syracuse,Syracuse,A,708,829,66.0,52.0,110.0,94.0,88.774193548387103,73.758620689655174,12.023390315223759,9.9191739520287872
J,R3Z2,R2Z2,R2Z3,10,06,NC State,Wisconsin,19,22,13,8,144,Syracuse,Syracuse,B,695,849,45.0,43.0,100.0,89.0,73.84375,67.166666666666671,12.394831016899746,9.6058431291699851
J,R4W1,R3W1,R3W2,04,07,Louisville,West Virginia,27,21,4,10,145,Albuquerque,Albuquerque,A,651,843,53.0,46.0,107.0,96.0,80.548387096774192,70.225806451612897,13.835062306019672,11.647261002732138
J,R4X1,R3X1,R3X2,01,03,Illinois,Arizona,32,27,1,6,145,Chicago,Chicago,A,623,511,54.0,48.0,105.0,105.0,77.424242424242422,79.666666666666671,11.444279510610883,13.537079642689751
J,R4Y1,R3Y1,R3Y2,05,02,Michigan St,Kentucky,22,25,6,5,146,Austin,Austin,A,671,640,59.0,52.0,104.0,94.0,78.071428571428569,73.733333333333334,12.392188125210666,11.462790042374307
J,R4Z1,R3Z1,R3Z2,01,06,North Carolina,Wisconsin,27,22,4,8,146,Syracuse,Syracuse,A,708,849,66.0,43.0,110.0,89.0,88.774193548387103,67.166666666666671,12.023390315223759,9.6058431291699851
J,R5WX,R4W1,R4X1,04,01,Louisville,Illinois,27,32,4,1,152,Albuquerque,Chicago,B,651,623,53.0,54.0,107.0,105.0,80.548387096774192,77.424242424242422,13.835062306019672,11.444279510610883
J,R5YZ,R4Y1,R4Z1,05,01,Michigan St,North Carolina,22,27,6,4,152,Austin,Syracuse,B,671,708,59.0,66.0,104.0,110.0,78.071428571428569,88.774193548387103,12.392188125210666,12.023390315223759
J,R6CH,R5WX,R5YZ,01,01,Illinois,North Carolina,32,27,1,4,154,Chicago,Syracuse,B,623,708,54.0,66.0,105.0,110.0,77.424242424242422,88.774193548387103,11.444279510610883,12.023390315223759
K,Y16,Y16a,Y16b,16,16,Hampton,Monmouth NJ,16,18,15,14,134,Minneapolis,Minneapolis,B,610,679,40.0,41.0,100.0,96.0,66.806451612903231,64.84375,12.797225896058704,11.864098614623027
K,R1W1,W01,W16,01,16,Duke,Southern Univ,30,19,3,12,136,Atlanta,Atlanta,A,577,773,64.0,44.0,104.0,89.0,82.515151515151516,65.774193548387103,9.6141348343679276,10.566867504883593
K,R1W2,W02,W15,02,15,Texas,Penn,27,19,6,8,137,Atlanta,Atlanta,A,793,728,43.0,44.0,110.0,105.0,76.121212121212125,69.0,12.194776765031165,13.509941469840589
K,R1W3,W03,W14,03,14,Iowa,Northwestern LA,25,22,8,7,137,Atlanta,Atlanta,B,628,716,45.0,55.0,94.0,97.0,66.393939393939391,75.758620689655174,10.415429678619422,9.2350724747965209
K,R1W4,W04,W13,04,13,LSU,Iona,22,23,8,7,136,Atlanta,Atlanta,A,655,627,50.0,59.0,104.0,101.0,74.766666666666666,80.36666666666666,11.881872280448436,9.907853226383379
K,R1W5,W05,W12,05,12,Syracuse,Texas A&M,23,21,11,8,136,Atlanta,Atlanta,B,786,794,50.0,44.0,96.0,101.0,72.852941176470594,69.206896551724142,11.130594701466068,13.448187444448514
K,R1W6,W06,W11,06,11,West Virginia,S Illinois,19,22,10,9,137,Atlanta,Atlanta,A,843,749,52.0,42.0,104.0,80.0,70.65517241379311,60.774193548387096,12.321206451421441,7.9543442276262644
K,R1W7,W07,W10,07,10,California,NC State,20,21,10,9,137,Atlanta,Atlanta,B,539,695,43.0,42.0,91.0,94.0,69.200000000000003,75.700000000000003,12.111702330115833,11.742089535796715
K,R1W8,W08,W09,08,09,G Washington,UNC Wilmington,26,25,2,7,136,Atlanta,Atlanta,A,599,816,53.0,46.0,102.0,87.0,78.964285714285708,67.65625,11.17868553113834,9.1569965565953986
K,R1X1,X01,X16,01,16,Memphis,Oral Roberts,30,20,3,11,137,Oakland,Oakland,A,666,724,57.0,54.0,108.0,90.0,80.909090909090907,74.322580645161295,11.927466738998579,9.222647778699347
K,R1X2,X02,X15,02,15,UCLA,Belmont,27,20,6,10,136,Oakland,Oakland,A,810,522,50.0,59.0,86.0,103.0,68.575757575757578,81.833333333333329,9.2573649730504197,11.775917043789933
K,R1X3,X03,X14,03,14,Gonzaga,Xavier,27,21,3,10,136,Oakland,Oakland,A,607,853,60.0,47.0,109.0,99.0,80.099999999999994,71.451612903225808,13.108139964668268,11.877978294570383
K,R1X4,X04,X13,04,13,Kansas,Bradley,24,20,7,10,137,Oakland,Oakland,B,636,530,49.0,46.0,96.0,93.0,74.354838709677423,71.533333333333331,11.998785925403572,11.19146500190609
K,R1X5,X05,X12,05,12,Pittsburgh,Kent,24,24,7,8,137,Oakland,Oakland,A,731,639,50.0,44.0,100.0,111.0,72.451612903225808,72.0625,11.647618362891853,13.086103077310678
K,R1X6,X06,X11,06,11,Indiana,San Diego St,18,22,11,8,136,Oakland,Oakland,A,625,754,42.0,49.0,102.0,91.0,71.172413793103445,73.933333333333337,13.367662900259798,10.739128870112738
K,R1X7,X07,X10,07,10,Marquette,Alabama,19,17,10,12,136,Oakland,Oakland,B,660,504,57.0,56.0,94.0,105.0,74.206896551724142,69.965517241379317,11.210768561874744,12.949458139697263
K,R1X8,X08,X09,08,09,Arkansas,Bucknell,22,25,9,4,137,Oakland,Oakland,B,515,533,58.0,50.0,107.0,87.0,74.322580645161295,66.310344827586206,8.8441236068097009,9.0252651055756541
K,R1Y1,Y01,Y16,01,16,Villanova,Monmouth NJ,25,18,4,14,137,Minneapolis,Minneapolis,A,829,679,49.0,41.0,98.0,96.0,75.41379310344827,64.84375,11.496677905105697,11.864098614623027
K,R1Y2,Y02,Y15,02,15,Ohio St,Davidson,25,17,5,10,137,Minneapolis,Minneapolis,A,720,568,52.0,55.0,104.0,102.0,74.700000000000003,75.592592592592595,12.190570126126177,11.499627237949802
K,R1Y3,Y03,Y14,03,14,Florida,South Alabama,27,23,6,6,136,Minneapolis,Minneapolis,A,592,768,49.0,53.0,113.0,99.0,79.272727272727266,74.103448275862064,11.330497133367812,11.158249855310265
K,R1Y4,Y04,Y13,04,13,Boston College,Pacific,25,22,7,7,136,Minneapolis,Minneapolis,A,527,727,58.0,60.0,92.0,99.0,74.53125,73.724137931034477,10.127266335862803,10.421782730959222
K,R1Y5,Y05,Y12,05,12,Nevada,Montana,26,21,5,6,136,Minneapolis,Minneapolis,B,699,680,50.0,67.0,90.0,98.0,72.225806451612897,78.148148148148152,9.7507970804685762,8.3608598871244215
K,R1Y6,Y06,Y11,06,11,Oklahoma,WI Milwaukee,20,20,8,8,136,Minneapolis,Minneapolis,B,721,845,45.0,52.0,88.0,98.0,68.607142857142861,73.535714285714292,10.899997659614053,10.851208434538336
K,R1Y7,Y07,Y10,07,10,Georgetown,Northern Iowa,21,21,9,9,137,Minneapolis,Minneapolis,A,603,714,48.0,45.0,87.0,91.0,66.666666666666671,65.433333333333337,9.6275068885401947,11.306880894196929
K,R1Y8,Y08,Y09,08,09,Arizona,Wisconsin,19,19,12,11,137,Minneapolis,Minneapolis,A,511,849,59.0,44.0,96.0,95.0,72.935483870967744,71.0,8.5607336280099204,12.561846997953765
K,R1Z1,Z01,Z16,01,16,Connecticut,Albany NY,27,21,3,10,137,WashingtonDC,WashingtonDC,A,559,507,64.0,48.0,129.0,90.0,81.333333333333329,68.870967741935488,14.826402875351196,10.347952689780097
K,R1Z2,Z02,Z15,02,15,Tennessee,Winthrop,21,21,7,7,136,WashingtonDC,WashingtonDC,A,790,848,64.0,50.0,106.0,98.0,81.321428571428569,72.678571428571431,10.54261275365217,13.448456022449385
K,R1Z3,Z03,Z14,03,14,North Carolina,Murray St,22,23,7,6,137,WashingtonDC,WashingtonDC,A,708,687,59.0,50.0,112.0,92.0,80.379310344827587,71.103448275862064,10.330449778582926,11.408843598162111
K,R1Z4,Z04,Z13,04,13,Illinois,Air Force,25,22,6,6,136,WashingtonDC,WashingtonDC,A,623,502,48.0,50.0,93.0,81.0,69.967741935483872,63.5,11.607794575247471,8.7403007467052944
K,R1Z5,Z05,Z12,05,12,Washington,Utah St,24,22,6,8,136,WashingtonDC,WashingtonDC,A,840,822,54.0,57.0,118.0,96.0,82.400000000000006,71.466666666666669,14.221111067704941,10.206969296623864
K,R1Z6,Z06,Z11,06,11,Michigan St,George Mason,21,23,11,7,137,WashingtonDC,WashingtonDC,B,671,602,48.0,49.0,106.0,95.0,73.9375,69.400000000000006,13.193126761689209,9.6939843889565509
K,R1Z7,Z07,Z10,07,10,Wichita St,Seton Hall,23,18,8,11,136,WashingtonDC,WashingtonDC,A,846,764,49.0,40.0,97.0,94.0,68.322580645161295,67.827586206896555,11.844114086818012,13.776714401149654
K,R1Z8,Z08,Z09,08,09,Kentucky,UAB,21,23,12,6,137,WashingtonDC,WashingtonDC,A,640,805,46.0,37.0,81.0,90.0,70.454545454545453,73.931034482758619,9.0221643210380886,11.904594982126277
K,R2W1,R1W1,R1W8,01,08,Duke,G Washington,30,26,3,2,138,Atlanta,Atlanta,A,577,599,64.0,53.0,104.0,102.0,82.515151515151516,78.964285714285708,9.6141348343679276,11.17868553113834
K,R2W2,R1W2,R1W7,02,10,Texas,NC State,27,21,6,9,139,Atlanta,Atlanta,A,793,695,43.0,42.0,110.0,94.0,76.121212121212125,75.700000000000003,12.194776765031165,11.742089535796715
K,R2W3,R1W3,R1W6,14,06,Northwestern LA,West Virginia,22,19,7,10,139,Atlanta,Atlanta,B,716,843,55.0,52.0,97.0,104.0,75.758620689655174,70.65517241379311,9.2350724747965209,12.321206451421441
K,R2W4,R1W4,R1W5,04,12,LSU,Texas A&M,22,21,8,8,138,Atlanta,Atlanta,A,655,794,50.0,44.0,104.0,101.0,74.766666666666666,69.206896551724142,11.881872280448436,13.448187444448514
K,R2X1,R1X1,R1X8,01,09,Memphis,Bucknell,30,25,3,4,139,Oakland,Oakland,A,666,533,57.0,50.0,108.0,87.0,80.909090909090907,66.310344827586206,11.927466738998579,9.0252651055756541
K,R2X2,R1X2,R1X7,02,10,UCLA,Alabama,27,17,6,12,138,Oakland,Oakland,A,810,504,50.0,56.0,86.0,105.0,68.575757575757578,69.965517241379317,9.2573649730504197,12.949458139697263
K,R2X3,R1X3,R1X6,03,06,Gonzaga,Indiana,27,18,3,11,138,Oakland,Oakland,A,607,625,60.0,42.0,109.0,102.0,80.099999999999994,71.172413793103445,13.108139964668268,13.367662900259798
K,R2X4,R1X4,R1X5,13,05,Bradley,Pittsburgh,20,24,10,7,139,Oakland,Oakland,A,530,731,46.0,50.0,93.0,100.0,71.533333333333331,72.451612903225808,11.19146500190609,11.647618362891853
K,R2Y1,R1Y1,R1Y8,01,08,Villanova,Arizona,25,19,4,12,139,Minneapolis,Minneapolis,A,829,511,49.0,59.0,98.0,96.0,75.41379310344827,72.935483870967744,11.496677905105697,8.5607336280099204
K,R2Y2,R1Y2,R1Y7,02,07,Ohio St,Georgetown,25,21,5,9,139,Minneapolis,Minneapolis,B,720,603,52.0,48.0,104.0,87.0,74.700000000000003,66.666666666666671,12.190570126126177,9.6275068885401947
K,R2Y3,R1Y3,R1Y6,03,11,Florida,WI Milwaukee,27,20,6,8,138,Minneapolis,Minneapolis,A,592,845,49.0,52.0,113.0,98.0,79.272727272727266,73.535714285714292,11.330497133367812,10.851208434538336
K,R2Y4,R1Y4,R1Y5,04,12,Boston College,Montana,25,21,7,6,138,Minneapolis,Minneapolis,A,527,680,58.0,67.0,92.0,98.0,74.53125,78.148148148148152,10.127266335862803,8.3608598871244215
K,R2Z1,R1Z1,R1Z8,01,08,Connecticut,Kentucky,27,21,3,12,139,WashingtonDC,WashingtonDC,A,559,640,64.0,46.0,129.0,81.0,81.333333333333329,70.454545454545453,14.826402875351196,9.0221643210380886
K,R2Z2,R1Z2,R1Z7,02,07,Tennessee,Wichita St,21,23,7,8,138,WashingtonDC,WashingtonDC,B,790,846,64.0,49.0,106.0,97.0,81.321428571428569,68.322580645161295,10.54261275365217,11.844114086818012
K,R2Z3,R1Z3,R1Z6,03,11,North Carolina,George Mason,22,23,7,7,139,WashingtonDC,WashingtonDC,B,708,602,59.0,49.0,112.0,95.0,80.379310344827587,69.400000000000006,10.330449778582926,9.6939843889565509
K,R2Z4,R1Z4,R1Z5,04,05,Illinois,Washington,25,24,6,6,138,WashingtonDC,WashingtonDC,B,623,840,48.0,54.0,93.0,118.0,69.967741935483872,82.400000000000006,11.607794575247471,14.221111067704941
K,R3W1,R2W1,R2W4,01,04,Duke,LSU,30,22,3,8,143,Atlanta,Atlanta,B,577,655,64.0,50.0,104.0,104.0,82.515151515151516,74.766666666666666,9.6141348343679276,11.881872280448436
K,R3W2,R2W2,R2W3,02,06,Texas,West Virginia,27,19,6,10,143,Atlanta,Atlanta,A,793,843,43.0,52.0,110.0,104.0,76.121212121212125,70.65517241379311,12.194776765031165,12.321206451421441
K,R3X1,R2X1,R2X4,01,13,Memphis,Bradley,30,20,3,10,143,Oakland,Oakland,A,666,530,57.0,46.0,108.0,93.0,80.909090909090907,71.533333333333331,11.927466738998579,11.19146500190609
K,R3X2,R2X2,R2X3,02,03,UCLA,Gonzaga,27,27,6,3,143,Oakland,Oakland,A,810,607,50.0,60.0,86.0,109.0,68.575757575757578,80.099999999999994,9.2573649730504197,13.108139964668268
K,R3Y1,R2Y1,R2Y4,01,04,Villanova,Boston College,25,25,4,7,144,Minneapolis,Minneapolis,A,829,527,49.0,58.0,98.0,92.0,75.41379310344827,74.53125,11.496677905105697,10.127266335862803
K,R3Y2,R2Y2,R2Y3,07,03,Georgetown,Florida,21,27,9,6,144,Minneapolis,Minneapolis,B,603,592,48.0,49.0,87.0,113.0,66.666666666666671,79.272727272727266,9.6275068885401947,11.330497133367812
K,R3Z1,R2Z1,R2Z4,01,05,Connecticut,Washington,27,24,3,6,144,WashingtonDC,WashingtonDC,A,559,840,64.0,54.0,129.0,118.0,81.333333333333329,82.400000000000006,14.826402875351196,14.221111067704941
K,R3Z2,R2Z2,R2Z3,07,11,Wichita St,George Mason,23,23,8,7,144,WashingtonDC,WashingtonDC,B,846,602,49.0,49.0,97.0,95.0,68.322580645161295,69.400000000000006,11.844114086818012,9.6939843889565509
K,R4W1,R3W1,R3W2,04,02,LSU,Texas,22,27,8,6,145,Atlanta,Atlanta,A,655,793,50.0,43.0,104.0,110.0,74.766666666666666,76.121212121212125,11.881872280448436,12.194776765031165
K,R4X1,R3X1,R3X2,01,02,Memphis,UCLA,30,27,3,6,145,Oakland,Oakland,B,666,810,57.0,50.0,108.0,86.0,80.909090909090907,68.575757575757578,11.927466738998579,9.2573649730504197
K,R4Y1,R3Y1,R3Y2,01,03,Villanova,Florida,25,27,4,6,146,Minneapolis,Minneapolis,B,829,592,49.0,49.0,98.0,113.0,75.41379310344827,79.272727272727266,11.496677905105697,11.330497133367812
K,R4Z1,R3Z1,R3Z2,01,11,Connecticut,George Mason,27,23,3,7,146,WashingtonDC,WashingtonDC,B,559,602,64.0,49.0,129.0,95.0,81.333333333333329,69.400000000000006,14.826402875351196,9.6939843889565509
K,R5WX,R4W1,R4X1,04,02,LSU,UCLA,22,27,8,6,152,Atlanta,Oakland,B,655,810,50.0,50.0,104.0,86.0,74.766666666666666,68.575757575757578,11.881872280448436,9.2573649730504197
K,R5YZ,R4Y1,R4Z1,03,11,Florida,George Mason,27,23,6,7,152,Minneapolis,WashingtonDC,A,592,602,49.0,49.0,113.0,95.0,79.272727272727266,69.400000000000006,11.330497133367812,9.6939843889565509
K,R6CH,R5WX,R5YZ,02,03,UCLA,Florida,27,27,6,6,154,Oakland,Minneapolis,B,810,592,50.0,49.0,86.0,113.0,68.575757575757578,79.272727272727266,9.2573649730504197,11.330497133367812
L,Z16,Z16a,Z16b,16,16,Florida A&M,Niagara,18,22,13,11,134,West,West,B,593,704,33.0,48.0,93.0,95.0,68.967741935483872,76.060606060606062,11.718427371556089,11.742023453570754
L,R1W1,W01,W16,01,16,North Carolina,E Kentucky,28,19,6,11,136,East,East,A,708,580,69.0,45.0,105.0,94.0,86.264705882352942,65.333333333333329,10.949909544427381,11.358794928258112
L,R1W2,W02,W15,02,15,Georgetown,Belmont,26,22,6,9,136,East,East,A,603,522,50.0,50.0,89.0,94.0,68.46875,72.645161290322577,9.340718571796284,11.979952035815378
L,R1W3,W03,W14,03,14,Washington St,Oral Roberts,25,22,7,10,136,East,East,A,841,724,45.0,54.0,88.0,90.0,66.53125,71.71875,9.6078886045530307,9.9411844584787783
L,R1W4,W04,W13,04,13,Texas,New Mexico St,24,24,9,8,137,East,East,A,793,702,61.0,58.0,105.0,107.0,82.212121212121218,77.65625,11.67944990339501,10.806853655782518
L,R1W5,W05,W12,05,12,USC,Arkansas,23,21,11,13,137,East,East,A,818,515,50.0,56.0,91.0,92.0,71.411764705882348,71.382352941176464,10.718641395083678,9.2926748693997521
