season,winslot,Aslot,Bslot,winner,teamA,teamB,Aseed,Bseed,Aname,Bname,Awins,Bwins,Alosses,Blosses,Ascore,Bscore,daynum,Aregion,Bregion
H,R2X4,R1X4,R1X5,559,783,559,04,05,Stanford,Connecticut,23,21,8,9,74,85,138,South,South
H,R2Y1,R1Y1,R1Y8,640,640,821,01,09,Kentucky,Utah,29,23,3,7,74,54,139,Midwest,Midwest
H,R2Y2,R1Y2,R1Y7,731,731,625,02,07,Pittsburgh,Indiana,26,20,4,12,74,52,139,Midwest,Midwest
H,R2Y3,R1Y3,R1Y6,660,660,676,03,06,Marquette,Missouri,23,21,5,10,101,92,138,Midwest,Midwest
H,R2Y4,R1Y4,R1Y5,849,802,849,13,05,Tulsa,Wisconsin,22,22,9,7,60,61,138,Midwest,Midwest
H,R2Z1,R1Z1,R1Z8,511,511,607,01,09,Arizona,Gonzaga,25,23,3,8,96,95,138,West,West
H,R2Z2,R1Z2,R1Z7,636,636,512,02,10,Kansas,Arizona St,23,18,7,11,108,76,138,West,West
H,R2Z3,R1Z3,R1Z6,577,577,537,03,11,Duke,C Michigan,24,23,6,6,86,60,138,West,West
H,R2Z4,R1Z4,R1Z5,717,623,717,04,05,Illinois,Notre Dame,24,22,6,9,60,68,138,West,West
H,R3W1,R2W1,R2W4,721,721,535,01,12,Oklahoma,Butler,24,24,6,5,65,54,144,East,East
H,R3W2,R2W2,R2W3,786,518,786,10,03,Auburn,Syracuse,19,24,11,5,78,79,144,East,East
H,R3X1,R2X1,R2X4,793,793,559,01,05,Texas,Connecticut,22,21,6,9,82,78,144,South,South
H,R3X2,R2X2,R2X3,671,671,662,07,06,Michigan St,Maryland,19,19,12,9,60,58,144,South,South
H,R3Y1,R2Y1,R2Y4,640,640,849,01,05,Kentucky,Wisconsin,29,22,3,7,63,57,143,Midwest,Midwest
H,R3Y2,R2Y2,R2Y3,660,731,660,02,03,Pittsburgh,Marquette,26,23,4,5,74,77,143,Midwest,Midwest
H,R3Z1,R2Z1,R2Z4,511,511,717,01,05,Arizona,Notre Dame,25,22,3,9,88,71,143,West,West
H,R3Z2,R2Z2,R2Z3,636,636,577,02,03,Kansas,Duke,23,24,7,6,69,65,143,West,West
H,R4W1,R3W1,R3W2,786,721,786,01,03,Oklahoma,Syracuse,24,24,6,5,47,63,146,East,East
H,R4X1,R3X1,R3X2,793,793,671,01,07,Texas,Michigan St,22,19,6,12,85,76,146,South,South
H,R4Y1,R3Y1,R3Y2,660,640,660,01,03,Kentucky,Marquette,29,23,3,5,69,83,145,Midwest,Midwest
H,R4Z1,R3Z1,R3Z2,636,511,636,01,02,Arizona,Kansas,25,23,3,7,75,78,145,West,West
H,R5WX,R4W1,R4X1,786,786,793,03,01,Syracuse,Texas,24,22,5,6,95,84,152,East,South
H,R5YZ,R4Y1,R4Z1,636,660,636,03,02,Marquette,Kansas,23,23,5,7,61,94,152,Midwest,West
H,R6CH,R5WX,R5YZ,786,786,636,03,02,Syracuse,Kansas,24,23,5,7,81,78,154,East,West
I,Z16,Z16a,Z16b,593,593,644,16,16,Florida A&M,Lehigh,14,18,16,10,72,57,134,StLouis,StLouis
I,R1W1,W01,W16,577,577,506,01,16,Duke,Alabama St,27,16,5,14,96,61,136,Atlanta,Atlanta
I,R1W2,W02,W15,675,675,679,02,15,Mississippi St,Monmouth NJ,25,21,3,11,85,52,137,Atlanta,Atlanta
I,R1W3,W03,W14,793,793,736,03,14,Texas,Princeton,23,19,7,7,66,49,136,Atlanta,Atlanta
I,R1W4,W04,W13,549,549,586,04,13,Cincinnati,ETSU,24,24,6,5,80,77,137,Atlanta,Atlanta
I,R1W5,W05,W12,623,623,687,05,12,Illinois,Murray St,24,25,6,5,72,53,137,Atlanta,Atlanta
I,R1W6,W06,W11,708,708,502,06,11,North Carolina,Air Force,18,22,10,6,63,52,136,Atlanta,Atlanta
I,R1W7,W07,W10,853,853,651,07,10,Xavier,Louisville,23,20,10,9,80,70,137,Atlanta,Atlanta
I,R1W8,W08,W09,764,764,511,08,09,Seton Hall,Arizona,19,20,9,9,80,76,136,Atlanta,Atlanta
I,R1X1,X01,X16,783,783,820,01,16,Stanford,UT San Antonio,29,16,1,12,71,45,136,Phoenix,Phoenix
I,R1X2,X02,X15,559,559,828,02,15,Connecticut,Vermont,27,22,6,8,70,53,136,Phoenix,Phoenix
I,R1X3,X03,X14,695,695,811,03,14,NC State,ULL,20,18,9,8,61,52,137,Phoenix,Phoenix
I,R1X4,X04,X13,662,662,824,04,13,Maryland,UTEP,19,22,11,7,86,83,136,Phoenix,Phoenix
I,R1X5,X05,X12,786,786,536,05,12,Syracuse,BYU,21,19,7,8,80,75,136,Phoenix,Phoenix
I,R1X6,X06,X11,827,827,836,06,11,Vanderbilt,W Michigan,21,26,9,4,71,58,137,Phoenix,Phoenix
I,R1X7,X07,X10,573,573,569,07,10,DePaul,Dayton,21,24,9,8,76,69,136,Phoenix,Phoenix
I,R1X8,X08,X09,504,504,749,08,09,Alabama,S Illinois,17,25,12,4,65,64,136,Phoenix,Phoenix
I,R1Y1,Y01,Y16,779,779,645,01,16,St Josephs PA,Liberty,27,17,1,14,82,63,136,EastRutherford,EastRutherford
I,R1Y2,Y02,Y15,722,722,582,02,15,Oklahoma St,E Washington,26,16,3,12,75,56,137,EastRutherford,EastRutherford
I,R1Y3,Y03,Y14,731,731,809,03,14,Pittsburgh,UCF,28,24,4,5,53,44,137,EastRutherford,EastRutherford
I,R1Y4,Y04,Y13,839,839,825,04,13,Wake Forest,VA Commonwealth,19,23,9,7,79,78,136,EastRutherford,EastRutherford
I,R1Y5,Y05,Y12,658,592,658,05,12,Florida,Manhattan,20,24,10,5,60,75,136,EastRutherford,EastRutherford
I,R1Y6,Y06,Y11,849,849,743,06,11,Wisconsin,Richmond,24,20,6,12,76,64,137,EastRutherford,EastRutherford
I,R1Y7,Y07,Y10,666,666,769,07,10,Memphis,South Carolina,21,23,7,10,59,43,137,EastRutherford,EastRutherford
I,R1Y8,Y08,Y09,796,796,546,08,09,Texas Tech,Charlotte,22,21,10,8,76,73,136,EastRutherford,EastRutherford
I,R1Z1,Z01,Z16,640,640,593,01,16,Kentucky,Florida A&M,26,14,4,16,96,76,137,StLouis,StLouis
I,R1Z2,Z02,Z15,607,607,826,02,15,Gonzaga,Valparaiso,27,17,2,12,76,49,136,StLouis,StLouis
I,R1Z3,Z03,Z14,606,606,714,03,14,Georgia Tech,Northern Iowa,23,20,9,9,65,60,137,StLouis,StLouis
I,R1Z4,Z04,Z13,636,636,622,04,13,Kansas,IL Chicago,20,24,8,7,78,53,137,StLouis,StLouis
I,R1Z5,Z05,Z12,727,737,727,05,12,Providence,Pacific,20,23,8,7,58,66,137,StLouis,StLouis
I,R1Z6,Z06,Z11,527,527,821,06,11,Boston College,Utah,23,23,9,8,58,51,137,StLouis,StLouis
I,R1Z7,Z07,Z10,699,671,699,07,10,Michigan St,Nevada,18,22,11,8,66,72,136,StLouis,StLouis
I,R1Z8,Z08,Z09,805,840,805,08,09,Washington,UAB,19,20,11,9,100,102,137,StLouis,StLouis
I,R2W1,R1W1,R1W8,577,577,764,01,08,Duke,Seton Hall,27,19,5,9,90,62,138,Atlanta,Atlanta
I,R2W2,R1W2,R1W7,853,675,853,02,07,Mississippi St,Xavier,25,23,3,10,74,89,139,Atlanta,Atlanta
I,R2W3,R1W3,R1W6,793,793,708,03,06,Texas,North Carolina,23,18,7,10,78,75,138,Atlanta,Atlanta
I,R2W4,R1W4,R1W5,623,549,623,04,05,Cincinnati,Illinois,24,24,6,6,68,92,139,Atlanta,Atlanta
I,R2X1,R1X1,R1X8,504,783,504,01,08,Stanford,Alabama,29,17,1,12,67,70,138,Phoenix,Phoenix
I,R2X2,R1X2,R1X7,559,559,573,02,07,Connecticut,DePaul,27,21,6,9,72,55,138,Phoenix,Phoenix
I,R2X3,R1X3,R1X6,827,695,827,03,06,NC State,Vanderbilt,20,21,9,9,73,75,139,Phoenix,Phoenix
I,R2X4,R1X4,R1X5,786,662,786,04,05,Maryland,Syracuse,19,21,11,7,70,72,138,Phoenix,Phoenix
I,R2Y1,R1Y1,R1Y8,779,779,796,01,08,St Josephs PA,Texas Tech,27,22,1,10,70,65,138,EastRutherford,EastRutherford
I,R2Y2,R1Y2,R1Y7,722,722,666,02,07,Oklahoma St,Memphis,26,21,3,7,70,53,139,EastRutherford,EastRutherford
I,R2Y3,R1Y3,R1Y6,731,731,849,03,06,Pittsburgh,Wisconsin,28,24,4,6,59,55,139,EastRutherford,EastRutherford
I,R2Y4,R1Y4,R1Y5,839,839,658,04,12,Wake Forest,Manhattan,19,24,9,5,84,80,138,EastRutherford,EastRutherford
I,R2Z1,R1Z1,R1Z8,805,640,805,01,09,Kentucky,UAB,26,20,4,9,75,76,139,StLouis,StLouis
I,R2Z2,R1Z2,R1Z7,699,607,699,02,10,Gonzaga,Nevada,27,22,2,8,72,91,138,StLouis,StLouis
I,R2Z3,R1Z3,R1Z6,606,606,527,03,06,Georgia Tech,Boston College,23,23,9,9,57,54,139,StLouis,StLouis
I,R2Z4,R1Z4,R1Z5,636,636,727,04,12,Kansas,Pacific,20,23,8,7,78,63,139,StLouis,StLouis
I,R3W1,R2W1,R2W4,577,577,623,01,05,Duke,Illinois,27,24,5,6,72,62,144,Atlanta,Atlanta
I,R3W2,R2W2,R2W3,853,853,793,07,03,Xavier,Texas,23,23,10,7,79,71,144,Atlanta,Atlanta
I,R3X1,R2X1,R2X4,504,504,786,08,05,Alabama,Syracuse,17,21,12,7,80,71,143,Phoenix,Phoenix
I,R3X2,R2X2,R2X3,559,559,827,02,06,Connecticut,Vanderbilt,27,21,6,9,73,53,143,Phoenix,Phoenix
I,R3Y1,R2Y1,R2Y4,779,779,839,01,04,St Josephs PA,Wake Forest,27,19,1,9,84,80,143,EastRutherford,EastRutherford
I,R3Y2,R2Y2,R2Y3,722,722,731,02,03,Oklahoma St,Pittsburgh,26,28,3,4,63,51,143,EastRutherford,EastRutherford
I,R3Z1,R2Z1,R2Z4,636,805,636,09,04,UAB,Kansas,20,20,9,8,74,100,144,StLouis,StLouis
I,R3Z2,R2Z2,R2Z3,606,699,606,10,03,Nevada,Georgia Tech,22,23,8,9,67,72,144,StLouis,StLouis
I,R4W1,R3W1,R3W2,577,577,853,01,07,Duke,Xavier,27,23,5,10,66,63,146,Atlanta,Atlanta
I,R4X1,R3X1,R3X2,559,504,559,08,02,Alabama,Connecticut,17,27,12,6,71,87,145,Phoenix,Phoenix
I,R4Y1,R3Y1,R3Y2,722,779,722,01,02,St Josephs PA,Oklahoma St,27,26,1,3,62,64,145,EastRutherford,EastRutherford
I,R4Z1,R3Z1,R3Z2,606,636,606,04,03,Kansas,Georgia Tech,20,23,8,9,71,79,146,StLouis,StLouis
I,R5WX,R4W1,R4X1,559,577,559,01,02,Duke,Connecticut,27,27,5,6,78,79,152,Atlanta,Phoenix
I,R5YZ,R4Y1,R4Z1,606,722,606,02,03,Oklahoma St,Georgia Tech,26,23,3,9,65,67,152,EastRutherford,StLouis
I,R6CH,R5WX,R5YZ,559,559,606,02,03,Connecticut,Georgia Tech,27,23,6,9,82,73,154,Phoenix,StLouis
J,Z16,Z16a,Z16b,718,505,718,16,16,Alabama A&M,Oakland,16,11,13,18,69,79,134,Syracuse,Syracuse
J,R1W1,W01,W16,840,840,680,01,16,Washington,Montana,26,16,5,12,88,77,136,Albuquerque,Albuquerque
J,R1W2,W02,W15,839,839,547,02,15,Wake Forest,Chattanooga,26,17,5,10,70,54,136,Albuquerque,Albuquerque
J,R1W3,W03,W14,607,607,848,03,14,Gonzaga,Winthrop,25,24,4,5,74,64,136,Albuquerque,Albuquerque
J,R1W4,W04,W13,651,651,811,04,13,Louisville,ULL,27,19,4,10,68,62,137,Albuquerque,Albuquerque
J,R1W5,W05,W12,606,606,599,05,12,Georgia Tech,G Washington,19,22,11,7,80,68,137,Albuquerque,Albuquerque
J,R1W6,W06,W11,796,796,810,06,11,Texas Tech,UCLA,20,18,10,10,78,66,136,Albuquerque,Albuquerque
J,R1W7,W07,W10,843,843,562,07,10,West Virginia,Creighton,21,23,10,10,63,61,136,Albuquerque,Albuquerque
J,R1W8,W08,W09,727,727,731,08,09,Pacific,Pittsburgh,26,20,3,8,79,71,136,Albuquerque,Albuquerque
J,R1X1,X01,X16,623,623,588,01,16,Illinois,F Dickinson,32,19,1,12,67,55,136,Chicago,Chicago
J,R1X2,X02,X15,722,722,761,02,15,Oklahoma St,SE Louisiana,23,19,6,8,63,50,137,Chicago,Chicago
J,R1X3,X03,X14,511,511,822,03,14,Arizona,Utah St,27,24,6,7,66,53,136,Chicago,Chicago
J,R1X4,X04,X13,527,527,728,04,13,Boston College,Penn,24,20,4,8,85,65,136,Chicago,Chicago
J,R1X5,X05,X12,845,504,845,05,12,Alabama,WI Milwaukee,23,22,7,5,73,83,136,Chicago,Chicago
J,R1X6,X06,X11,805,655,805,06,11,LSU,UAB,20,21,9,10,68,82,136,Chicago,Chicago
J,R1X7,X07,X10,749,749,781,07,10,S Illinois,St Marys CA,25,23,7,8,65,56,137,Chicago,Chicago
J,R1X8,X08,X09,699,793,699,08,09,Texas,Nevada,19,23,10,6,57,61,136,Chicago,Chicago
J,R1Y1,Y01,Y16,577,577,571,01,16,Duke,Delaware St,25,19,5,13,57,46,137,Austin,Austin
J,R1Y2,Y02,Y15,640,640,580,02,15,Kentucky,E Kentucky,25,19,5,8,72,64,136,Austin,Austin
J,R1Y3,Y03,Y14,721,721,704,03,14,Oklahoma,Niagara,24,20,7,9,84,67,136,Austin,Austin
J,R1Y4,Y04,Y13,828,786,828,04,13,Syracuse,Vermont,27,24,6,6,57,60,137,Austin,Austin
J,R1Y5,Y05,Y12,671,671,723,05,12,Michigan St,Old Dominion,22,27,6,5,89,81,137,Austin,Austin
J,R1Y6,Y06,Y11,821,821,824,06,11,Utah,UTEP,25,25,5,7,60,54,136,Austin,Austin
J,R1Y7,Y07,Y10,549,549,628,07,10,Cincinnati,Iowa,24,21,7,11,76,64,136,Austin,Austin
J,R1Y8,Y08,Y09,675,783,675,08,09,Stanford,Mississippi St,18,22,12,10,70,93,137,Austin,Austin
J,R1Z1,Z01,Z16,708,708,718,01,16,North Carolina,Oakland,27,11,4,18,96,68,137,Syracuse,Syracuse
J,R1Z2,Z02,Z15,559,559,809,02,15,Connecticut,UCF,22,21,7,8,77,71,137,Syracuse,Syracuse
J,R1Z3,Z03,Z14,533,636,533,03,14,Kansas,Bucknell,23,22,6,9,63,64,137,Syracuse,Syracuse
J,R1Z4,Z04,Z13,592,592,719,04,13,Florida,Ohio,23,21,7,10,67,62,137,Syracuse,Syracuse
J,R1Z5,Z05,Z12,829,829,701,05,12,Villanova,New Mexico,22,25,7,6,55,47,137,Syracuse,Syracuse
J,R1Z6,Z06,Z11,849,849,714,06,11,Wisconsin,Northern Iowa,22,20,8,10,57,52,137,Syracuse,Syracuse
J,R1Z7,Z07,Z10,695,546,695,07,10,Charlotte,NC State,21,19,7,13,63,75,137,Syracuse,Syracuse
J,R1Z8,Z08,Z09,629,673,629,08,09,Minnesota,Iowa St,21,18,10,11,53,64,137,Syracuse,Syracuse
J,R2W1,R1W1,R1W8,840,840,727,01,08,Washington,Pacific,26,26,5,3,97,79,138,Albuquerque,Albuquerque
J,R2W2,R1W2,R1W7,843,839,843,02,07,Wake Forest,West Virginia,26,21,5,10,105,111,138,Albuquerque,Albuquerque
J,R2W3,R1W3,R1W6,796,607,796,03,06,Gonzaga,Texas Tech,25,20,4,10,69,71,138,Albuquerque,Albuquerque
J,R2W4,R1W4,R1W5,651,651,606,04,05,Louisville,Georgia Tech,27,19,4,11,76,54,139,Albuquerque,Albuquerque
J,R2X1,R1X1,R1X8,623,623,699,01,09,Illinois,Nevada,32,23,1,6,71,59,138,Chicago,Chicago
J,R2X2,R1X2,R1X7,722,722,749,02,07,Oklahoma St,S Illinois,23,25,6,7,85,77,139,Chicago,Chicago
J,R2X3,R1X3,R1X6,511,511,805,03,11,Arizona,UAB,27,21,6,10,85,63,138,Chicago,Chicago
J,R2X4,R1X4,R1X5,845,527,845,04,12,Boston College,WI Milwaukee,24,22,4,5,75,83,138,Chicago,Chicago
J,R2Y1,R1Y1,R1Y8,577,577,675,01,09,Duke,Mississippi St,25,22,5,10,63,55,139,Austin,Austin
J,R2Y2,R1Y2,R1Y7,640,640,549,02,07,Kentucky,Cincinnati,25,24,5,7,69,60,138,Austin,Austin
J,R2Y3,R1Y3,R1Y6,821,721,821,03,06,Oklahoma,Utah,24,25,7,5,58,67,138,Austin,Austin
J,R2Y4,R1Y4,R1Y5,671,828,671,13,05,Vermont,Michigan St,24,22,6,6,61,72,139,Austin,Austin
J,R2Z1,R1Z1,R1Z8,708,708,629,01,09,North Carolina,Iowa St,27,18,4,11,92,65,139,Syracuse,Syracuse
J,R2Z2,R1Z2,R1Z7,695,559,695,02,10,Connecticut,NC State,22,19,7,13,62,65,139,Syracuse,Syracuse
J,R2Z3,R1Z3,R1Z6,849,533,849,14,06,Bucknell,Wisconsin,22,22,9,8,62,71,139,Syracuse,Syracuse
J,R2Z4,R1Z4,R1Z5,829,592,829,04,05,Florida,Villanova,23,22,7,7,65,76,139,Syracuse,Syracuse
J,R3W1,R2W1,R2W4,651,840,651,01,04,Washington,Louisville,26,27,5,4,79,93,143,Albuquerque,Albuquerque
J,R3W2,R2W2,R2W3,843,843,796,07,06,West Virginia,Texas Tech,21,20,10,10,65,60,143,Albuquerque,Albuquerque
J,R3X1,R2X1,R2X4,623,623,845,01,12,Illinois,WI Milwaukee,32,22,1,5,77,63,143,Chicago,Chicago
J,R3X2,R2X2,R2X3,511,722,511,02,03,Oklahoma St,Arizona,23,27,6,6,78,79,143,Chicago,Chicago
J,R3Y1,R2Y1,R2Y4,671,577,671,01,05,Duke,Michigan St,25,22,5,6,68,78,144,Austin,Austin
J,R3Y2,R2Y2,R2Y3,640,640,821,02,06,Kentucky,Utah,25,25,5,5,62,52,144,Austin,Austin
J,R3Z1,R2Z1,R2Z4,708,708,829,01,05,North Carolina,Villanova,27,22,4,7,67,66,144,Syracuse,Syracuse
J,R3Z2,R2Z2,R2Z3,849,695,849,10,06,NC State,Wisconsin,19,22,13,8,56,65,144,Syracuse,Syracuse
J,R4W1,R3W1,R3W2,651,651,843,04,07,Louisville,West Virginia,27,21,4,10,93,85,145,Albuquerque,Albuquerque
J,R4X1,R3X1,R3X2,623,623,511,01,03,Illinois,Arizona,32,27,1,6,90,89,145,Chicago,Chicago
J,R4Y1,R3Y1,R3Y2,671,671,640,05,02,Michigan St,Kentucky,22,25,6,5,94,88,146,Austin,Austin
J,R4Z1,R3Z1,R3Z2,708,708,849,01,06,North Carolina,Wisconsin,27,22,4,8,88,82,146,Syracuse,Syracuse
J,R5WX,R4W1,R4X1,623,651,623,04,01,Louisville,Illinois,27,32,4,1,57,72,152,Albuquerque,Chicago
J,R5YZ,R4Y1,R4Z1,708,671,708,05,01,Michigan St,North Carolina,22,27,6,4,71,87,152,Austin,Syracuse
J,R6CH,R5WX,R5YZ,708,623,708,01,01,Illinois,North Carolina,32,27,1,4,70,75,154,Chicago,Syracuse
K,Y16,Y16a,Y16b,679,610,679,16,16,Hampton,Monmouth NJ,16,18,15,14,49,71,134,Minneapolis,Minneapolis
K,R1W1,W01,W16,577,577,773,01,16,Duke,Southern Univ,30,19,3,12,70,54,136,Atlanta,Atlanta
K,R1W2,W02,W15,793,793,728,02,15,Texas,Penn,27,19,6,8,60,52,137,Atlanta,Atlanta
K,R1W3,W03,W14,716,628,716,03,14,Iowa,Northwestern LA,25,22,8,7,63,64,137,Atlanta,Atlanta
K,R1W4,W04,W13,655,655,627,04,13,LSU,Iona,22,23,8,7,80,64,136,Atlanta,Atlanta
K,R1W5,W05,W12,794,786,794,05,12,Syracuse,Texas A&M,23,21,11,8,58,66,136,Atlanta,Atlanta
K,R1W6,W06,W11,843,843,749,06,11,West Virginia,S Illinois,19,22,10,9,64,46,137,Atlanta,Atlanta
K,R1W7,W07,W10,695,539,695,07,10,California,NC State,20,21,10,9,52,58,137,Atlanta,Atlanta
K,R1W8,W08,W09,599,599,816,08,09,G Washington,UNC Wilmington,26,25,2,7,88,85,136,Atlanta,Atlanta
K,R1X1,X01,X16,666,666,724,01,16,Memphis,Oral Roberts,30,20,3,11,94,78,137,Oakland,Oakland
K,R1X2,X02,X15,810,810,522,02,15,UCLA,Belmont,27,20,6,10,78,44,136,Oakland,Oakland
K,R1X3,X03,X14,607,607,853,03,14,Gonzaga,Xavier,27,21,3,10,79,75,136,Oakland,Oakland
K,R1X4,X04,X13,530,636,530,04,13,Kansas,Bradley,24,20,7,10,73,77,137,Oakland,Oakland
K,R1X5,X05,X12,731,731,639,05,12,Pittsburgh,Kent,24,24,7,8,79,64,137,Oakland,Oakland
K,R1X6,X06,X11,625,625,754,06,11,Indiana,San Diego St,18,22,11,8,87,83,136,Oakland,Oakland
K,R1X7,X07,X10,504,660,504,07,10,Marquette,Alabama,19,17,10,12,85,90,136,Oakland,Oakland
K,R1X8,X08,X09,533,515,533,08,09,Arkansas,Bucknell,22,25,9,4,55,59,137,Oakland,Oakland
K,R1Y1,Y01,Y16,829,829,679,01,16,Villanova,Monmouth NJ,25,18,4,14,58,45,137,Minneapolis,Minneapolis
K,R1Y2,Y02,Y15,720,720,568,02,15,Ohio St,Davidson,25,17,5,10,70,62,137,Minneapolis,Minneapolis
K,R1Y3,Y03,Y14,592,592,768,03,14,Florida,South Alabama,27,23,6,6,76,50,136,Minneapolis,Minneapolis
K,R1Y4,Y04,Y13,527,527,727,04,13,Boston College,Pacific,25,22,7,7,88,76,136,Minneapolis,Minneapolis
K,R1Y5,Y05,Y12,680,699,680,05,12,Nevada,Montana,26,21,5,6,79,87,136,Minneapolis,Minneapolis
K,R1Y6,Y06,Y11,845,721,845,06,11,Oklahoma,WI Milwaukee,20,20,8,8,74,82,136,Minneapolis,Minneapolis
K,R1Y7,Y07,Y10,603,603,714,07,10,Georgetown,Northern Iowa,21,21,9,9,54,49,137,Minneapolis,Minneapolis
K,R1Y8,Y08,Y09,511,511,849,08,09,Arizona,Wisconsin,19,19,12,11,94,75,137,Minneapolis,Minneapolis
K,R1Z1,Z01,Z16,559,559,507,01,16,Connecticut,Albany NY,27,21,3,10,72,59,137,WashingtonDC,WashingtonDC
K,R1Z2,Z02,Z15,790,790,848,02,15,Tennessee,Winthrop,21,21,7,7,63,61,136,WashingtonDC,WashingtonDC
K,R1Z3,Z03,Z14,708,708,687,03,14,North Carolina,Murray St,22,23,7,6,69,65,137,WashingtonDC,WashingtonDC
K,R1Z4,Z04,Z13,623,623,502,04,13,Illinois,Air Force,25,22,6,6,78,69,136,WashingtonDC,WashingtonDC
K,R1Z5,Z05,Z12,840,840,822,05,12,Washington,Utah St,24,22,6,8,75,61,136,WashingtonDC,WashingtonDC
K,R1Z6,Z06,Z11,602,671,602,06,11,Michigan St,George Mason,21,23,11,7,65,75,137,WashingtonDC,WashingtonDC
K,R1Z7,Z07,Z10,846,846,764,07,10,Wichita St,Seton Hall,23,18,8,11,86,66,136,WashingtonDC,WashingtonDC
K,R1Z8,Z08,Z09,640,640,805,08,09,Kentucky,UAB,21,23,12,6,69,64,137,WashingtonDC,WashingtonDC
K,R2W1,R1W1,R1W8,577,577,599,01,08,Duke,G Washington,30,26,3,2,74,61,138,Atlanta,Atlanta
K,R2W2,R1W2,R1W7,793,793,695,02,10,Texas,NC State,27,21,6,9,75,54,139,Atlanta,Atlanta
K,R2W3,R1W3,R1W6,843,716,843,14,06,Northwestern LA,West Virginia,22,19,7,10,54,67,139,Atlanta,Atlanta
K,R2W4,R1W4,R1W5,655,655,794,04,12,LSU,Texas A&M,22,21,8,8,58,57,138,Atlanta,Atlanta
K,R2X1,R1X1,R1X8,666,666,533,01,09,Memphis,Bucknell,30,25,3,4,72,56,139,Oakland,Oakland
K,R2X2,R1X2,R1X7,810,810,504,02,10,UCLA,Alabama,27,17,6,12,62,59,138,Oakland,Oakland
K,R2X3,R1X3,R1X6,607,607,625,03,06,Gonzaga,Indiana,27,18,3,11,90,80,138,Oakland,Oakland
K,R2X4,R1X4,R1X5,530,530,731,13,05,Bradley,Pittsburgh,20,24,10,7,72,66,139,Oakland,Oakland
K,R2Y1,R1Y1,R1Y8,829,829,511,01,08,Villanova,Arizona,25,19,4,12,82,78,139,Minneapolis,Minneapolis
K,R2Y2,R1Y2,R1Y7,603,720,603,02,07,Ohio St,Georgetown,25,21,5,9,52,70,139,Minneapolis,Minneapolis
K,R2Y3,R1Y3,R1Y6,592,592,845,03,11,Florida,WI Milwaukee,27,20,6,8,82,60,138,Minneapolis,Minneapolis
K,R2Y4,R1Y4,R1Y5,527,527,680,04,12,Boston College,Montana,25,21,7,6,69,56,138,Minneapolis,Minneapolis
K,R2Z1,R1Z1,R1Z8,559,559,640,01,08,Connecticut,Kentucky,27,21,3,12,87,83,139,WashingtonDC,WashingtonDC
K,R2Z2,R1Z2,R1Z7,846,790,846,02,07,Tennessee,Wichita St,21,23,7,8,73,80,138,WashingtonDC,WashingtonDC
K,R2Z3,R1Z3,R1Z6,602,708,602,03,11,North Carolina,George Mason,22,23,7,7,60,65,139,WashingtonDC,WashingtonDC
K,R2Z4,R1Z4,R1Z5,840,623,840,04,05,Illinois,Washington,25,24,6,6,64,67,138,WashingtonDC,WashingtonDC
K,R3W1,R2W1,R2W4,655,577,655,01,04,Duke,LSU,30,22,3,8,54,62,143,Atlanta,Atlanta
K,R3W2,R2W2,R2W3,793,793,843,02,06,Texas,West Virginia,27,19,6,10,74,71,143,Atlanta,Atlanta
K,R3X1,R2X1,R2X4,666,666,530,01,13,Memphis,Bradley,30,20,3,10,80,64,143,Oakland,Oakland
K,R3X2,R2X2,R2X3,810,810,607,02,03,UCLA,Gonzaga,27,27,6,3,73,71,143,Oakland,Oakland
K,R3Y1,R2Y1,R2Y4,829,829,527,01,04,Villanova,Boston College,25,25,4,7,60,59,144,Minneapolis,Minneapolis
K,R3Y2,R2Y2,R2Y3,592,603,592,07,03,Georgetown,Florida,21,27,9,6,53,57,144,Minneapolis,Minneapolis
K,R3Z1,R2Z1,R2Z4,559,559,840,01,05,Connecticut,Washington,27,24,3,6,98,92,144,WashingtonDC,WashingtonDC
K,R3Z2,R2Z2,R2Z3,602,846,602,07,11,Wichita St,George Mason,23,23,8,7,55,63,144,WashingtonDC,WashingtonDC
K,R4W1,R3W1,R3W2,655,655,793,04,02,LSU,Texas,22,27,8,6,70,60,145,Atlanta,Atlanta
K,R4X1,R3X1,R3X2,810,666,810,01,02,Memphis,UCLA,30,27,3,6,45,50,145,Oakland,Oakland
K,R4Y1,R3Y1,R3Y2,592,829,592,01,03,Villanova,Florida,25,27,4,6,62,75,146,Minneapolis,Minneapolis
K,R4Z1,R3Z1,R3Z2,602,559,602,01,11,Connecticut,George Mason,27,23,3,7,84,86,146,WashingtonDC,WashingtonDC
K,R5WX,R4W1,R4X1,810,655,810,04,02,LSU,UCLA,22,27,8,6,45,59,152,Atlanta,Oakland
K,R5YZ,R4Y1,R4Z1,592,592,602,03,11,Florida,George Mason,27,23,6,7,73,58,152,Minneapolis,WashingtonDC
K,R6CH,R5WX,R5YZ,592,810,592,02,03,UCLA,Florida,27,27,6,6,57,73,154,Oakland,Minneapolis
L,Z16,Z16a,Z16b,704,593,704,16,16,Florida A&M,Niagara,18,22,13,11,69,77,134,West,West
L,R1W1,W01,W16,708,708,580,01,16,North Carolina,E Kentucky,28,19,6,11,86,65,136,East,East
L,R1W2,W02,W15,603,603,522,02,15,Georgetown,Belmont,26,22,6,9,80,55,136,East,East
L,R1W3,W03,W14,841,841,724,03,14,Washington St,Oral Roberts,25,22,7,10,70,54,136,East,East
